Season,Seed,TeamID,TeamName,Region
1999,7,1400,Texas,W
2000,5,1400,Texas,Z
2001,6,1400,Texas,Z
2002,6,1400,Texas,X
2003,1,1400,Texas,X
2004,3,1400,Texas,W
2005,8,1400,Texas,X
2006,2,1400,Texas,W
2007,4,1400,Texas,W
2008,2,1400,Texas,Y
2009,7,1400,Texas,W
2010,8,1400,Texas,W
2011,4,1400,Texas,X
2012,11,1400,Texas,W
2014,7,1400,Texas,Y
2015,11,1400,Texas,Y
2016,6,1400,Texas,Z
2018,10,1400,Texas,Y
2021,3,1400,Texas,W
2022,6,1400,Texas,W
1989,14,1166,Creighton,Y
1991,11,1166,Creighton,Z
1999,10,1166,Creighton,Y
2000,10,1166,Creighton,Y
2001,10,1166,Creighton,W
2002,12,1166,Creighton,X
2003,6,1166,Creighton,Z
2005,10,1166,Creighton,W
2007,10,1166,Creighton,X
2012,8,1166,Creighton,X
2013,7,1166,Creighton,Y
2014,3,1166,Creighton,Z
2017,6,1166,Creighton,Y
2018,8,1166,Creighton,Y
2021,5,1166,Creighton,X
2022,9,1166,Creighton,Y
1989,16,1270,McNeese St,Y
2002,14,1270,McNeese St,X
1989,11,1375,South Alabama,Z
1991,13,1375,South Alabama,Z
1997,13,1375,South Alabama,X
1998,12,1375,South Alabama,X
2006,14,1375,South Alabama,Y
2008,10,1375,South Alabama,W
1989,16,1190,ETSU,Z
1990,13,1190,ETSU,Y
1991,10,1190,ETSU,Y
1992,14,1190,ETSU,Z
2003,15,1190,ETSU,W
2004,13,1190,ETSU,W
2009,16,1190,ETSU,W
2010,16,1190,ETSU,W
2017,13,1190,ETSU,W
1990,1,1163,Connecticut,W
1991,11,1163,Connecticut,Y
1992,9,1163,Connecticut,Z
1994,2,1163,Connecticut,W
1995,2,1163,Connecticut,X
1996,1,1163,Connecticut,Y
1998,2,1163,Connecticut,W
1999,1,1163,Connecticut,Z
2000,5,1163,Connecticut,X
2002,2,1163,Connecticut,W
2003,5,1163,Connecticut,X
2004,2,1163,Connecticut,X
2005,2,1163,Connecticut,Z
2006,1,1163,Connecticut,Z
2008,4,1163,Connecticut,Z
2009,1,1163,Connecticut,Z
2011,3,1163,Connecticut,X
2012,9,1163,Connecticut,Y
2014,7,1163,Connecticut,W
2016,9,1163,Connecticut,Y
2021,7,1163,Connecticut,W
2022,5,1163,Connecticut,X
1990,9,1143,California,W
1993,6,1143,California,X
1994,5,1143,California,Z
1996,12,1143,California,X
1997,5,1143,California,W
2001,8,1143,California,Z
2002,6,1143,California,Y
2003,8,1143,California,W
2006,7,1143,California,W
2009,7,1143,California,Z
2010,8,1143,California,X
2012,12,1143,California,X
2013,12,1143,California,W
2016,4,1143,California,Y
1990,13,1379,Southern Miss,W
1991,11,1379,Southern Miss,W
2012,9,1379,Southern Miss,W
1990,14,1411,TX Southern,X
1994,15,1411,TX Southern,X
1995,15,1411,TX Southern,Y
2003,16,1411,TX Southern,X
2014,16,1411,TX Southern,Y
2015,15,1411,TX Southern,Z
2017,16,1411,TX Southern,Z
2018,16,1411,TX Southern,Z
2021,16,1411,TX Southern,W
2022,16,1411,TX Southern,Y
1990,16,1406,Towson,X
1991,16,1406,Towson,Y
1990,14,1320,Northern Iowa,Y
2004,14,1320,Northern Iowa,Z
2005,11,1320,Northern Iowa,Z
2006,10,1320,Northern Iowa,Y
2009,12,1320,Northern Iowa,Z
2010,9,1320,Northern Iowa,Y
2015,5,1320,Northern Iowa,W
2016,11,1320,Northern Iowa,Z
1990,15,1164,Coppin St,Y
1993,15,1164,Coppin St,W
1997,15,1164,Coppin St,W
2008,16,1164,Coppin St,W
1990,6,1308,New Mexico St,Z
1991,6,1308,New Mexico St,Z
1992,12,1308,New Mexico St,X
1993,7,1308,New Mexico St,W
1994,13,1308,New Mexico St,Y
1999,14,1308,New Mexico St,X
2007,13,1308,New Mexico St,W
2010,12,1308,New Mexico St,Y
2012,13,1308,New Mexico St,Y
2013,13,1308,New Mexico St,Y
2014,13,1308,New Mexico St,Z
2015,15,1308,New Mexico St,Y
2017,14,1308,New Mexico St,W
2018,12,1308,New Mexico St,X
2019,12,1308,New Mexico St,Y
2022,12,1308,New Mexico St,X
1990,15,1378,South Florida,Z
1992,11,1378,South Florida,X
2012,12,1378,South Florida,X
1991,3,1329,Oklahoma St,W
1992,2,1329,Oklahoma St,Z
1993,5,1329,Oklahoma St,X
1994,4,1329,Oklahoma St,Y
1995,4,1329,Oklahoma St,W
1998,8,1329,Oklahoma St,Z
1999,9,1329,Oklahoma St,Y
2000,3,1329,Oklahoma St,W
2001,11,1329,Oklahoma St,W
2002,7,1329,Oklahoma St,Y
2003,6,1329,Oklahoma St,W
2004,2,1329,Oklahoma St,Y
2005,2,1329,Oklahoma St,X
2009,8,1329,Oklahoma St,W
2010,7,1329,Oklahoma St,Y
2013,5,1329,Oklahoma St,Y
2014,9,1329,Oklahoma St,Z
2015,9,1329,Oklahoma St,Z
2017,10,1329,Oklahoma St,Y
2021,4,1329,Oklahoma St,Y
1991,5,1280,Mississippi St,W
1995,5,1280,Mississippi St,X
1996,5,1280,Mississippi St,Y
2002,3,1280,Mississippi St,X
2003,5,1280,Mississippi St,W
2004,2,1280,Mississippi St,W
2005,9,1280,Mississippi St,Y
2008,8,1280,Mississippi St,Y
2009,13,1280,Mississippi St,Z
2019,5,1280,Mississippi St,W
1991,13,1336,Penn St,W
1996,5,1336,Penn St,W
2001,7,1336,Penn St,Z
2011,10,1336,Penn St,X
1991,14,1307,New Mexico,W
1993,5,1307,New Mexico,Z
1994,10,1307,New Mexico,Z
1996,7,1307,New Mexico,W
1997,3,1307,New Mexico,W
1998,4,1307,New Mexico,Z
1999,9,1307,New Mexico,Z
2005,12,1307,New Mexico,Z
2010,3,1307,New Mexico,W
2012,5,1307,New Mexico,Z
2013,3,1307,New Mexico,Z
2014,7,1307,New Mexico,X
1991,5,1448,Wake Forest,X
1992,9,1448,Wake Forest,X
1993,5,1448,Wake Forest,Y
1994,5,1448,Wake Forest,X
1995,1,1448,Wake Forest,W
1996,2,1448,Wake Forest,X
1997,3,1448,Wake Forest,Z
2001,7,1448,Wake Forest,Y
2002,7,1448,Wake Forest,X
2003,2,1448,Wake Forest,W
2004,4,1448,Wake Forest,Y
2005,2,1448,Wake Forest,W
2009,4,1448,Wake Forest,Y
2010,9,1448,Wake Forest,W
2017,11,1448,Wake Forest,Z
1991,8,1113,Arizona St,X
1995,5,1113,Arizona St,Z
2003,10,1113,Arizona St,Z
2009,6,1113,Arizona St,X
2014,10,1113,Arizona St,Y
2018,11,1113,Arizona St,X
2019,11,1113,Arizona St,X
1991,15,1157,Coastal Car,X
1993,16,1157,Coastal Car,Z
2014,16,1157,Coastal Car,W
2015,16,1157,Coastal Car,Z
1991,16,1209,Georgia St,X
2001,11,1209,Georgia St,X
2015,14,1209,Georgia St,Z
2018,15,1209,Georgia St,Y
2019,14,1209,Georgia St,Y
2022,16,1209,Georgia St,X
1991,12,1389,St Peter's,Y
1995,15,1389,St Peter's,W
2011,14,1389,St Peter's,Z
2022,15,1389,St Peter's,W
1991,13,1296,N Illinois,Y
1996,14,1296,N Illinois,W
1991,12,1453,WI Green Bay,Z
1994,12,1453,WI Green Bay,Z
1995,14,1453,WI Green Bay,Y
1996,8,1453,WI Green Bay,X
2016,14,1453,WI Green Bay,Z
1991,15,1384,St Francis PA,Z
1991,16,1285,Montana,Z
1992,14,1285,Montana,X
1997,16,1285,Montana,Z
2002,15,1285,Montana,X
2005,16,1285,Montana,W
2006,12,1285,Montana,Y
2010,14,1285,Montana,W
2012,13,1285,Montana,W
2013,13,1285,Montana,W
2018,14,1285,Montana,Z
2019,15,1285,Montana,X
1992,3,1269,Massachusetts,W
1993,3,1269,Massachusetts,W
1994,2,1269,Massachusetts,Y
1995,2,1269,Massachusetts,W
1996,1,1269,Massachusetts,W
1997,11,1269,Massachusetts,W
1998,7,1269,Massachusetts,Z
2014,6,1269,Massachusetts,Y
1992,14,1200,Fordham,W
1992,16,1144,Campbell,W
1992,13,1418,Louisiana,X
1994,11,1418,Louisiana,X
2000,13,1418,Louisiana,X
2004,14,1418,Louisiana,X
2005,13,1418,Louisiana,W
2014,14,1418,Louisiana,Z
1992,15,1183,E Illinois,X
2001,15,1183,E Illinois,Y
1992,4,1153,Cincinnati,Y
1993,2,1153,Cincinnati,W
1994,8,1153,Cincinnati,Z
1995,7,1153,Cincinnati,X
1996,2,1153,Cincinnati,Y
1997,3,1153,Cincinnati,Y
1998,2,1153,Cincinnati,X
1999,3,1153,Cincinnati,W
2000,2,1153,Cincinnati,X
2001,5,1153,Cincinnati,X
2002,1,1153,Cincinnati,Z
2003,8,1153,Cincinnati,Z
2004,4,1153,Cincinnati,W
2005,7,1153,Cincinnati,Y
2011,6,1153,Cincinnati,X
2012,6,1153,Cincinnati,W
2013,10,1153,Cincinnati,Y
2014,5,1153,Cincinnati,W
2015,8,1153,Cincinnati,Y
2016,9,1153,Cincinnati,Z
2017,6,1153,Cincinnati,Z
2018,2,1153,Cincinnati,Y
2019,7,1153,Cincinnati,Z
1992,13,1174,Delaware,Y
1993,13,1174,Delaware,X
1998,15,1174,Delaware,Y
1999,13,1174,Delaware,W
2014,13,1174,Delaware,W
2022,15,1174,Delaware,Z
1992,16,1224,Howard,Y
1992,10,1408,Tulane,Z
1993,11,1408,Tulane,Y
1995,9,1408,Tulane,Z
1993,11,1264,Manhattan,W
1995,13,1264,Manhattan,Z
2003,14,1264,Manhattan,W
2004,12,1264,Manhattan,Y
2014,13,1264,Manhattan,Y
2015,16,1264,Manhattan,Y
1993,13,1221,Holy Cross,W
2001,15,1221,Holy Cross,W
2002,16,1221,Holy Cross,X
2003,14,1221,Holy Cross,Y
2007,13,1221,Holy Cross,Z
2016,16,1221,Holy Cross,Z
1993,16,1187,East Carolina,W
1993,12,1266,Marquette,X
1994,6,1266,Marquette,X
1996,4,1266,Marquette,W
1997,7,1266,Marquette,X
2002,5,1266,Marquette,W
2003,3,1266,Marquette,Y
2006,7,1266,Marquette,X
2007,8,1266,Marquette,W
2008,6,1266,Marquette,Y
2009,6,1266,Marquette,Z
2010,6,1266,Marquette,W
2011,11,1266,Marquette,W
2012,3,1266,Marquette,Z
2013,3,1266,Marquette,W
2017,10,1266,Marquette,W
2019,5,1266,Marquette,X
2022,9,1266,Marquette,W
1993,14,1356,S Illinois,X
1994,11,1356,S Illinois,Z
1995,10,1356,S Illinois,Y
2002,11,1356,S Illinois,W
2003,11,1356,S Illinois,Y
2004,9,1356,S Illinois,X
2005,7,1356,S Illinois,X
2006,11,1356,S Illinois,W
2007,4,1356,S Illinois,Z
1993,16,1460,Wright St,X
2007,14,1460,Wright St,Z
2018,14,1460,Wright St,Y
2022,16,1460,Wright St,Z
1993,15,1398,Tennessee St,Y
1994,14,1398,Tennessee St,X
1993,16,1351,Rider,Y
1994,15,1351,Rider,W
1993,11,1253,Long Beach St,Z
1995,13,1253,Long Beach St,X
2007,12,1253,Long Beach St,X
2012,12,1253,Long Beach St,Z
1993,12,1203,G Washington,Z
1994,10,1203,G Washington,W
1996,11,1203,G Washington,Z
1998,9,1203,G Washington,Z
1999,11,1203,G Washington,Y
2005,12,1203,G Washington,W
2006,8,1203,G Washington,W
2007,11,1203,G Washington,W
2014,9,1203,G Washington,W
1994,8,1450,Washington St,W
2007,3,1450,Washington St,W
2008,4,1450,Washington St,W
1994,14,1241,James Madison,W
2013,16,1241,James Madison,W
1994,16,1251,Liberty,W
2004,16,1251,Liberty,Y
2013,16,1251,Liberty,Y
2019,12,1251,Liberty,W
2021,13,1251,Liberty,Y
1994,12,1158,Col Charleston,X
1997,12,1158,Col Charleston,X
1998,14,1158,Col Charleston,Y
1999,8,1158,Col Charleston,W
2018,13,1158,Col Charleston,X
1994,16,1416,UCF,X
1996,16,1416,UCF,W
2004,14,1416,UCF,Y
2005,15,1416,UCF,Z
2019,9,1416,UCF,W
1994,7,1387,St Louis,Y
1995,9,1387,St Louis,W
1998,10,1387,St Louis,Z
2000,9,1387,St Louis,Y
2012,9,1387,St Louis,Z
2013,4,1387,St Louis,Y
2014,5,1387,St Louis,Y
2019,13,1387,St Louis,W
1994,15,1402,Texas St,Y
1997,16,1402,Texas St,Y
1994,9,1458,Wisconsin,Z
1997,7,1458,Wisconsin,W
1999,5,1458,Wisconsin,W
2000,8,1458,Wisconsin,Z
2001,6,1458,Wisconsin,X
2002,8,1458,Wisconsin,W
2003,5,1458,Wisconsin,Y
2004,6,1458,Wisconsin,Y
2005,6,1458,Wisconsin,Z
2006,9,1458,Wisconsin,Y
2007,2,1458,Wisconsin,Y
2008,3,1458,Wisconsin,X
2009,12,1458,Wisconsin,W
2010,4,1458,Wisconsin,W
2011,4,1458,Wisconsin,Y
2012,4,1458,Wisconsin,W
2013,5,1458,Wisconsin,Z
2014,2,1458,Wisconsin,Z
2015,1,1458,Wisconsin,Z
2016,7,1458,Wisconsin,W
2017,8,1458,Wisconsin,W
2019,5,1458,Wisconsin,Z
2021,9,1458,Wisconsin,Z
2022,3,1458,Wisconsin,Y
1994,13,1218,Hawaii,Z
2001,12,1218,Hawaii,Y
2002,10,1218,Hawaii,Z
2016,13,1218,Hawaii,Y
1994,15,1259,Loyola MD,Z
2012,15,1259,Loyola MD,W
1995,6,1332,Oregon,X
2000,7,1332,Oregon,W
2002,2,1332,Oregon,X
2003,8,1332,Oregon,Y
2007,3,1332,Oregon,Y
2008,9,1332,Oregon,Y
2013,12,1332,Oregon,Y
2014,7,1332,Oregon,Z
2015,8,1332,Oregon,Z
2016,1,1332,Oregon,Z
2017,3,1332,Oregon,Y
2019,12,1332,Oregon,Z
2021,7,1332,Oregon,X
1995,14,1211,Gonzaga,X
1999,10,1211,Gonzaga,Z
2000,10,1211,Gonzaga,Z
2001,12,1211,Gonzaga,Z
2002,6,1211,Gonzaga,Z
2003,9,1211,Gonzaga,Z
2004,2,1211,Gonzaga,Z
2005,3,1211,Gonzaga,W
2006,3,1211,Gonzaga,X
2007,10,1211,Gonzaga,Z
2008,7,1211,Gonzaga,X
2009,4,1211,Gonzaga,X
2010,8,1211,Gonzaga,Z
2011,11,1211,Gonzaga,Y
2012,7,1211,Gonzaga,W
2013,1,1211,Gonzaga,Z
2014,8,1211,Gonzaga,Z
2015,2,1211,Gonzaga,X
2016,11,1211,Gonzaga,X
2017,1,1211,Gonzaga,X
2018,4,1211,Gonzaga,Z
2019,1,1211,Gonzaga,X
2021,1,1211,Gonzaga,X
2022,1,1211,Gonzaga,X
1995,16,1198,Florida Intl,X
1995,13,1311,Nicholls St,Y
1998,16,1311,Nicholls St,X
1995,16,1159,Colgate,Y
1996,16,1159,Colgate,Y
2019,15,1159,Colgate,Z
2021,14,1159,Colgate,Z
2022,14,1159,Colgate,Y
1995,14,1451,Weber St,Z
1999,14,1451,Weber St,Z
2003,12,1451,Weber St,Y
2007,15,1451,Weber St,Z
2014,16,1451,Weber St,Z
2016,15,1451,Weber St,W
1995,16,1291,Mt St Mary's,Z
1999,16,1291,Mt St Mary's,X
2008,16,1291,Mt St Mary's,W
2014,16,1291,Mt St Mary's,X
2017,16,1291,Mt St Mary's,W
2021,16,1291,Mt St Mary's,W
1996,13,1284,Monmouth NJ,W
2001,16,1284,Monmouth NJ,W
2004,15,1284,Monmouth NJ,W
2006,16,1284,Monmouth NJ,Y
1996,13,1145,Canisius,X
1996,14,1339,Portland,X
1996,16,1363,San Jose St,X
1996,15,1422,UNC Greensboro,Y
2001,16,1422,UNC Greensboro,X
2018,13,1422,UNC Greensboro,Z
2021,13,1422,UNC Greensboro,W
1996,14,1434,Valparaiso,Z
1997,12,1434,Valparaiso,Z
1998,13,1434,Valparaiso,Y
1999,15,1434,Valparaiso,Y
2000,16,1434,Valparaiso,Y
2002,13,1434,Valparaiso,W
2004,15,1434,Valparaiso,Z
2013,14,1434,Valparaiso,Y
2015,13,1434,Valparaiso,Y
1996,16,1441,W Carolina,Z
1997,9,1160,Colorado,W
2003,10,1160,Colorado,X
2012,11,1160,Colorado,Y
2013,10,1160,Colorado,W
2014,8,1160,Colorado,X
2016,8,1160,Colorado,Y
2021,5,1160,Colorado,W
1997,13,1254,LIU Brooklyn,W
2011,15,1254,LIU Brooklyn,W
2012,16,1254,LIU Brooklyn,Z
2013,16,1254,LIU Brooklyn,W
2018,16,1254,LIU Brooklyn,W
1997,16,1238,Jackson St,X
2000,16,1238,Jackson St,Z
2007,16,1238,Jackson St,Y
1997,8,1279,Mississippi,Y
1998,4,1279,Mississippi,Y
1999,9,1279,Mississippi,X
2001,3,1279,Mississippi,Y
2002,9,1279,Mississippi,Z
2013,12,1279,Mississippi,Z
2015,11,1279,Mississippi,Z
2019,8,1279,Mississippi,Z
1997,14,1139,Butler,Y
1998,13,1139,Butler,Z
2000,12,1139,Butler,W
2001,10,1139,Butler,Y
2003,12,1139,Butler,W
2007,5,1139,Butler,Y
2008,7,1139,Butler,W
2009,9,1139,Butler,X
2010,5,1139,Butler,Z
2011,8,1139,Butler,Y
2013,6,1139,Butler,W
2015,6,1139,Butler,Y
2016,9,1139,Butler,X
2017,4,1139,Butler,Z
2018,10,1139,Butler,W
1997,15,1149,Charleston So,Y
1997,13,1334,Pacific,Z
2004,12,1334,Pacific,Z
2005,8,1334,Pacific,W
2006,13,1334,Pacific,Y
2013,15,1334,Pacific,W
1998,9,1227,IL Chicago,W
2002,15,1227,IL Chicago,Z
2004,13,1227,IL Chicago,Z
1998,14,1362,San Francisco,X
2022,10,1362,San Francisco,W
1998,15,1319,Northern Arizona,X
2000,15,1319,Northern Arizona,Z
1998,10,1178,Detroit,Y
1999,12,1178,Detroit,Y
2012,15,1178,Detroit,X
1998,11,1444,W Michigan,Y
2004,11,1444,W Michigan,X
2014,14,1444,W Michigan,X
1998,16,1341,Prairie View,Y
2019,16,1341,Prairie View,X
1998,11,1274,Miami FL,Z
1999,2,1274,Miami FL,W
2000,6,1274,Miami FL,X
2002,5,1274,Miami FL,Z
2008,7,1274,Miami FL,Y
2013,2,1274,Miami FL,W
2016,3,1274,Miami FL,Y
2017,8,1274,Miami FL,Y
2018,6,1274,Miami FL,Y
2022,10,1274,Miami FL,Y
1998,16,1347,Radford,Z
2009,16,1347,Radford,X
2018,16,1347,Radford,W
1999,11,1245,Kent,W
2001,13,1245,Kent,X
2002,10,1245,Kent,Y
2006,12,1245,Kent,X
2008,9,1245,Kent,X
2017,14,1245,Kent,Z
1999,15,1248,Lafayette,W
2000,15,1248,Lafayette,W
2015,16,1248,Lafayette,W
1999,16,1197,Florida A&M,W
2004,16,1197,Florida A&M,Z
2007,16,1197,Florida A&M,Z
1999,15,1117,Arkansas St,X
1999,14,1359,Samford,Y
2000,13,1359,Samford,Y
1999,16,1457,Winthrop,Y
2000,14,1457,Winthrop,Z
2001,16,1457,Winthrop,Y
2002,16,1457,Winthrop,Y
2005,14,1457,Winthrop,W
2006,15,1457,Winthrop,Z
2007,11,1457,Winthrop,Y
2008,13,1457,Winthrop,W
2010,16,1457,Winthrop,X
2017,13,1457,Winthrop,Z
2021,12,1457,Winthrop,Z
1999,15,1108,Alcorn St,Z
2002,16,1108,Alcorn St,W
2000,14,1220,Hofstra,W
2001,13,1220,Hofstra,W
2000,16,1249,Lamar,W
2012,16,1249,Lamar,X
2000,14,1111,Appalachian St,X
2021,16,1111,Appalachian St,X
2000,15,1423,UNC Wilmington,X
2002,13,1423,UNC Wilmington,Y
2003,11,1423,UNC Wilmington,X
2006,9,1423,UNC Wilmington,W
2016,13,1423,UNC Wilmington,Z
2017,12,1423,UNC Wilmington,W
2000,12,1382,St Bonaventure,Y
2012,14,1382,St Bonaventure,W
2018,11,1382,St Bonaventure,W
2021,9,1382,St Bonaventure,W
2000,15,1148,Central Conn,Y
2002,14,1148,Central Conn,Y
2007,16,1148,Central Conn,X
2000,9,1201,Fresno St,Z
2001,9,1201,Fresno St,Z
2016,14,1201,Fresno St,X
2000,12,1232,Indiana St,Z
2001,13,1232,Indiana St,Z
2011,14,1232,Indiana St,W
2000,13,1369,SE Missouri St,Z
2001,14,1381,Southern Utah,W
2001,15,1214,Hampton,X
2002,15,1214,Hampton,W
2006,16,1214,Hampton,Y
2011,16,1214,Hampton,X
2015,16,1214,Hampton,Y
2016,16,1214,Hampton,X
2001,13,1169,CS Northridge,Y
2009,15,1169,CS Northridge,Z
2001,16,1322,Northwestern LA,Y
2006,14,1322,Northwestern LA,W
2013,14,1322,Northwestern LA,X
2001,16,1106,Alabama St,Z
2004,16,1106,Alabama St,W
2009,16,1106,Alabama St,Y
2011,16,1106,Alabama St,W
2002,15,1194,FL Atlantic,Y
2003,14,1407,Troy,X
2017,15,1407,Troy,W
2003,15,1358,Sam Houston St,X
2010,14,1358,Sam Houston St,X
2003,16,1421,UNC Asheville,X
2011,16,1421,UNC Asheville,Y
2012,16,1421,UNC Asheville,W
2016,15,1421,UNC Asheville,Y
2003,15,1447,Wagner,Y
2003,16,1237,IUPUI,Y
2003,12,1454,WI Milwaukee,Z
2005,12,1454,WI Milwaukee,X
2006,11,1454,WI Milwaukee,Y
2014,15,1454,WI Milwaukee,W
2003,16,1436,Vermont,Z
2004,15,1436,Vermont,X
2005,13,1436,Vermont,Y
2010,16,1436,Vermont,Z
2012,16,1436,Vermont,X
2017,13,1436,Vermont,Y
2019,13,1436,Vermont,X
2022,13,1436,Vermont,X
2004,11,1102,Air Force,W
2006,13,1102,Air Force,Z
2004,15,1186,E Washington,Y
2015,13,1186,E Washington,X
2021,14,1186,E Washington,X
2005,15,1368,SE Louisiana,X
2005,14,1310,Niagara,Y
2007,16,1310,Niagara,Z
2005,15,1184,E Kentucky,Y
2007,16,1184,E Kentucky,W
2014,15,1184,E Kentucky,X
2005,16,1175,Delaware St,Y
2005,16,1105,Alabama A&M,Z
2005,16,1324,Oakland,Z
2010,14,1324,Oakland,Z
2011,13,1324,Oakland,X
2006,15,1125,Belmont,X
2007,15,1125,Belmont,W
2008,15,1125,Belmont,Z
2011,13,1125,Belmont,Y
2012,14,1125,Belmont,X
2013,11,1125,Belmont,Z
2015,15,1125,Belmont,W
2019,11,1125,Belmont,W
2006,16,1331,Oral Roberts,X
2007,14,1331,Oral Roberts,W
2008,13,1331,Oral Roberts,Y
2021,15,1331,Oral Roberts,Z
2006,16,1107,SUNY Albany,Z
2007,13,1107,SUNY Albany,X
2013,15,1107,SUNY Albany,Y
2014,16,1107,SUNY Albany,X
2015,14,1107,SUNY Albany,W
2007,15,1394,TAM C. Christi,Y
2022,16,1394,TAM C. Christi,Y
2008,15,1110,American Univ,W
2009,14,1110,American Univ,W
2014,15,1110,American Univ,Z
2008,14,1168,CS Fullerton,X
2018,15,1168,CS Fullerton,W
2022,15,1168,CS Fullerton,X
2008,15,1420,UMBC,X
2018,16,1420,UMBC,Y
2008,16,1340,Portland St,X
2009,13,1340,Portland St,W
2008,16,1426,UT Arlington,Y
2008,5,1179,Drake,Z
2021,11,1179,Drake,X
2009,15,1127,Binghamton,W
2009,14,1372,SF Austin,X
2014,12,1372,SF Austin,X
2015,12,1372,SF Austin,X
2016,14,1372,SF Austin,W
2018,14,1372,SF Austin,W
2009,15,1288,Morgan St,X
2010,15,1288,Morgan St,W
2009,14,1295,N Dakota St,Y
2014,12,1295,N Dakota St,Z
2015,15,1295,N Dakota St,X
2019,16,1295,N Dakota St,W
2009,16,1287,Morehead St,Y
2011,13,1287,Morehead St,Z
2021,14,1287,Morehead St,Y
2010,13,1459,Wofford,W
2011,14,1459,Wofford,Y
2014,15,1459,Wofford,Y
2015,12,1459,Wofford,Z
2019,7,1459,Wofford,Y
2010,16,1115,Ark Pine Bluff,X
2011,15,1294,N Colorado,X
2012,12,1217,Harvard,W
2013,14,1217,Harvard,Z
2014,12,1217,Harvard,W
2015,13,1217,Harvard,Z
2012,14,1355,S Dakota St,Y
2013,13,1355,S Dakota St,X
2016,12,1355,S Dakota St,Y
2017,16,1355,S Dakota St,X
2018,12,1355,S Dakota St,Z
2022,13,1355,S Dakota St,Y
2012,15,1313,Norfolk St,Z
2021,16,1313,Norfolk St,X
2022,16,1313,Norfolk St,W
2013,15,1195,FL Gulf Coast,X
2016,16,1195,FL Gulf Coast,W
2017,14,1195,FL Gulf Coast,X
2014,14,1300,NC Central,W
2017,16,1300,NC Central,Y
2018,16,1300,NC Central,Z
2019,16,1300,NC Central,W
2014,16,1142,Cal Poly,Y
2015,13,1414,UC Irvine,W
2019,13,1414,UC Irvine,Z
2015,16,1316,North Florida,X
2015,12,1138,Buffalo,Y
2016,14,1138,Buffalo,Y
2018,13,1138,Buffalo,Y
2019,6,1138,Buffalo,X
2016,13,1392,Stony Brook,W
2016,12,1463,Yale,Z
2019,14,1463,Yale,W
2022,14,1463,Yale,W
2016,15,1167,CS Bakersfield,Z
2017,8,1321,Northwestern,X
2017,15,1315,North Dakota,X
2017,15,1240,Jacksonville St,Y
2022,15,1240,Jacksonville St,Y
2017,16,1413,UC Davis,Y
2017,15,1297,N Kentucky,Z
2019,14,1297,N Kentucky,X
2018,15,1252,Lipscomb,Z
2019,15,1101,Abilene Chr,Y
2021,14,1101,Abilene Chr,W
2019,16,1205,Gardner Webb,Z
2021,15,1213,Grand Canyon,X
2021,16,1216,Hartford,Z
2022,14,1255,Longwood,Z
2022,16,1136,Bryant,Z
